Ticker,1w,1m,3m,6m,1y,Price,Exchange
MDXH,"Ticker
MDXH   -1.431126
dtype: float64","Ticker
MDXH   -3.671325
dtype: float64","Ticker
MDXH    0.915752
dtype: float64","Ticker
MDXH   -35.705949
dtype: float64",,"Ticker
MDXH    1.82
Name: 2025-02-28 00:00:00, dtype: float64",NASDAQ
ME,"Ticker
ME   -15.989847
dtype: float64","Ticker
ME   -34.938575
dtype: float64","Ticker
ME   -31.256488
dtype: float64","Ticker
ME   -66.224489
dtype: float64",,"Ticker
ME    2.2
Name: 2025-02-28 00:00:00, dtype: float64",NASDAQ
MEDP,"Ticker
MEDP   -3.510101
dtype: float64","Ticker
MEDP   -4.454386
dtype: float64","Ticker
MEDP   -2.406158
dtype: float64","Ticker
MEDP   -14.372567
dtype: float64",,"Ticker
MEDP    327.320007
Name: 2025-02-28 00:00:00, dtype: float64",NASDAQ
MEGL,"Ticker
MEGL   -12.476549
dtype: float64","Ticker
MEGL    172.647578
dtype: float64","Ticker
MEGL    207.717669
dtype: float64","Ticker
MEGL    227.598313
dtype: float64",,"Ticker
MEGL    1.45
Name: 2025-02-28 00:00:00, dtype: float64",NASDAQ
MEIP,"Ticker
MEIP   -2.017659
dtype: float64","Ticker
MEIP   -9.756099
dtype: float64","Ticker
MEIP   -6.94611
dtype: float64","Ticker
MEIP   -18.210531
dtype: float64",,"Ticker
MEIP    2.56
Name: 2025-02-28 00:00:00, dtype: float64",NASDAQ
MELI,"Ticker
MELI    0.047315
dtype: float64","Ticker
MELI    14.526334
dtype: float64","Ticker
MELI    6.194696
dtype: float64","Ticker
MELI    6.755094
dtype: float64",,"Ticker
MELI    2121.870117
Name: 2025-02-28 00:00:00, dtype: float64",NASDAQ
MEOH,"Ticker
MEOH   -2.832065
dtype: float64","Ticker
MEOH   -11.725291
dtype: float64","Ticker
MEOH   -4.791153
dtype: float64","Ticker
MEOH   -5.031353
dtype: float64",,"Ticker
MEOH    44.040001
Name: 2025-02-28 00:00:00, dtype: float64",NASDAQ
MERC,"Ticker
MERC    16.032739
dtype: float64","Ticker
MERC    22.959184
dtype: float64","Ticker
MERC    25.651718
dtype: float64","Ticker
MERC    30.623304
dtype: float64",,"Ticker
MERC    7.86
Name: 2025-02-28 00:00:00, dtype: float64",NASDAQ
MESA,"Ticker
MESA   -5.540168
dtype: float64","Ticker
MESA   -10.732986
dtype: float64","Ticker
MESA    25.367645
dtype: float64","Ticker
MESA   -12.1134
dtype: float64",,"Ticker
MESA    1.14
Name: 2025-02-28 00:00:00, dtype: float64",NASDAQ
MESO,"Ticker
MESO   -5.115642
dtype: float64","Ticker
MESO   -13.165917
dtype: float64","Ticker
MESO    54.565774
dtype: float64","Ticker
MESO    149.279092
dtype: float64",,"Ticker
MESO    17.15
Name: 2025-02-28 00:00:00, dtype: float64",NASDAQ
META,"Ticker
META   -3.939179
dtype: float64","Ticker
META   -0.52519
dtype: float64","Ticker
META    18.538053
dtype: float64","Ticker
META    27.542057
dtype: float64",,"Ticker
META    668.200012
Name: 2025-02-28 00:00:00, dtype: float64",NASDAQ
METC,"Ticker
METC   -4.554797
dtype: float64","Ticker
METC   -3.962783
dtype: float64","Ticker
METC   -26.215729
dtype: float64","Ticker
METC   -20.952822
dtype: float64",,"Ticker
METC    8.94
Name: 2025-02-28 00:00:00, dtype: float64",NASDAQ
METCB,"Ticker
METCB   -0.73475
dtype: float64","Ticker
METCB   -0.147816
dtype: float64","Ticker
METCB   -8.89433
dtype: float64","Ticker
METCB   -16.76766
dtype: float64",,"Ticker
METCB    8.85
Name: 2025-02-28 00:00:00, dtype: float64",NASDAQ
METCL,"Ticker
METCL    0.174938
dtype: float64","Ticker
METCL   -0.847655
dtype: float64","Ticker
METCL    0.42403
dtype: float64","Ticker
METCL   -0.24959
dtype: float64",,"Ticker
METCL    25.5
Name: 2025-02-28 00:00:00, dtype: float64",NASDAQ
METCZ,"Ticker
METCZ    0.160577
dtype: float64","Ticker
METCZ   -0.478663
dtype: float64",,,,"Ticker
METCZ    24.969999
Name: 2025-02-28 00:00:00, dtype: float64",NASDAQ
MFH,"Ticker
MFH   -19.907406
dtype: float64","Ticker
MFH   -16.986564
dtype: float64","Ticker
MFH    15.410277
dtype: float64","Ticker
MFH    288.5894
dtype: float64",,"Ticker
MFH    5.75
Name: 2025-02-28 00:00:00, dtype: float64",NASDAQ
MFI,"Ticker
MFI   -5.222335
dtype: float64","Ticker
MFI   -22.756004
dtype: float64","Ticker
MFI   -19.746061
dtype: float64","Ticker
MFI   -17.432433
dtype: float64",,"Ticker
MFI    0.62
Name: 2025-02-28 00:00:00, dtype: float64",NASDAQ
MFIC,"Ticker
MFIC   -6.272728
dtype: float64","Ticker
MFIC   -0.458606
dtype: float64","Ticker
MFIC   -1.457586
dtype: float64","Ticker
MFIC   -0.626509
dtype: float64",,"Ticker
MFIC    13.78
Name: 2025-02-28 00:00:00, dtype: float64",NASDAQ
MFICL,,,,,,"Ticker
MFICL    25.327
Name: 2025-02-28 00:00:00, dtype: float64",NASDAQ
MFIN,"Ticker
MFIN   -0.850893
dtype: float64","Ticker
MFIN   -13.625133
dtype: float64","Ticker
MFIN   -14.410634
dtype: float64","Ticker
MFIN    2.384936
dtype: float64",,"Ticker
MFIN    8.34
Name: 2025-02-28 00:00:00, dtype: float64",NASDAQ
MGEE,"Ticker
MGEE    0.843373
dtype: float64","Ticker
MGEE    4.245924
dtype: float64","Ticker
MGEE   -11.759631
dtype: float64","Ticker
MGEE    6.0918
dtype: float64",,"Ticker
MGEE    91.779999
Name: 2025-02-28 00:00:00, dtype: float64",NASDAQ
MGIC,"Ticker
MGIC   -4.090088
dtype: float64","Ticker
MGIC   -1.828298
dtype: float64","Ticker
MGIC    10.795457
dtype: float64","Ticker
MGIC    15.169413
dtype: float64",,"Ticker
MGIC    12.3
Name: 2025-02-28 00:00:00, dtype: float64",NASDAQ
MGIH,"Ticker
MGIH   -9.808101
dtype: float64","Ticker
MGIH   -18.653847
dtype: float64","Ticker
MGIH   -10.909857
dtype: float64","Ticker
MGIH   -21.521335
dtype: float64",,"Ticker
MGIH    1.39
Name: 2025-02-28 00:00:00, dtype: float64",NASDAQ
MGNI,"Ticker
MGNI   -10.614322
dtype: float64","Ticker
MGNI   -5.423076
dtype: float64","Ticker
MGNI   -2.187746
dtype: float64","Ticker
MGNI    16.789363
dtype: float64",,"Ticker
MGNI    15.77
Name: 2025-02-28 00:00:00, dtype: float64",NASDAQ
MGNX,"Ticker
MGNX   -14.035088
dtype: float64","Ticker
MGNX   -22.222221
dtype: float64","Ticker
MGNX   -24.537986
dtype: float64","Ticker
MGNX   -29.866411
dtype: float64",,"Ticker
MGNX    2.46
Name: 2025-02-28 00:00:00, dtype: float64",NASDAQ
MGPI,"Ticker
MGPI    1.268171
dtype: float64","Ticker
MGPI   -10.021985
dtype: float64","Ticker
MGPI   -29.190396
dtype: float64","Ticker
MGPI   -64.0641
dtype: float64",,"Ticker
MGPI    32.740002
Name: 2025-02-28 00:00:00, dtype: float64",NASDAQ
MGRC,"Ticker
MGRC   -2.305324
dtype: float64","Ticker
MGRC    0.801022
dtype: float64","Ticker
MGRC    2.592236
dtype: float64","Ticker
MGRC    14.291434
dtype: float64",,"Ticker
MGRC    122.0
Name: 2025-02-28 00:00:00, dtype: float64",NASDAQ
MGRM,"Ticker
MGRM   -4.570639
dtype: float64","Ticker
MGRM   -16.787441
dtype: float64","Ticker
MGRM    14.262022
dtype: float64","Ticker
MGRM   -27.012714
dtype: float64",,"Ticker
MGRM    2.33
Name: 2025-02-28 00:00:00, dtype: float64",NASDAQ
MGRX,"Ticker
MGRX   -12.866893
dtype: float64","Ticker
MGRX    55.708709
dtype: float64","Ticker
MGRX    64.285713
dtype: float64","Ticker
MGRX    7.585334
dtype: float64",,"Ticker
MGRX    4.13
Name: 2025-02-28 00:00:00, dtype: float64",NASDAQ
MGTX,"Ticker
MGTX    1.90295
dtype: float64","Ticker
MGTX    14.027151
dtype: float64","Ticker
MGTX    17.821784
dtype: float64","Ticker
MGTX    73.021001
dtype: float64",,"Ticker
MGTX    7.13
Name: 2025-02-28 00:00:00, dtype: float64",NASDAQ
MGX,"Ticker
MGX   -14.538043
dtype: float64","Ticker
MGX   -23.105136
dtype: float64","Ticker
MGX    9.965034
dtype: float64","Ticker
MGX   -34.751038
dtype: float64",,"Ticker
MGX    2.05
Name: 2025-02-28 00:00:00, dtype: float64",NASDAQ
MGYR,"Ticker
MGYR    0.748809
dtype: float64","Ticker
MGYR    1.369859
dtype: float64","Ticker
MGYR    11.670019
dtype: float64","Ticker
MGYR    20.292603
dtype: float64",,"Ticker
MGYR    14.9
Name: 2025-02-28 00:00:00, dtype: float64",NASDAQ
MHLD,"Ticker
MHLD    2.602232
dtype: float64","Ticker
MHLD   -14.551086
dtype: float64","Ticker
MHLD   -45.346533
dtype: float64","Ticker
MHLD   -50.537634
dtype: float64",,"Ticker
MHLD    0.97
Name: 2025-02-28 00:00:00, dtype: float64",NASDAQ
MHUA,"Ticker
MHUA   -6.132075
dtype: float64","Ticker
MHUA    3.645833
dtype: float64","Ticker
MHUA   -50.150299
dtype: float64","Ticker
MHUA   -62.997396
dtype: float64",,"Ticker
MHUA    0.328
Name: 2025-02-28 00:00:00, dtype: float64",NASDAQ
MIDD,"Ticker
MIDD   -2.556315
dtype: float64","Ticker
MIDD   -4.021603
dtype: float64","Ticker
MIDD    15.481894
dtype: float64","Ticker
MIDD    16.580142
dtype: float64",,"Ticker
MIDD    165.410004
Name: 2025-02-28 00:00:00, dtype: float64",NASDAQ
MIGI,"Ticker
MIGI   -6.66667
dtype: float64","Ticker
MIGI   -31.707319
dtype: float64","Ticker
MIGI   -67.567568
dtype: float64","Ticker
MIGI   -65.000001
dtype: float64",,"Ticker
MIGI    0.58
Name: 2025-02-28 00:00:00, dtype: float64",NASDAQ
MIMI,"Ticker
MIMI    3.020725
dtype: float64","Ticker
MIMI   -15.101062
dtype: float64",,,,"Ticker
MIMI    5.51
Name: 2025-02-28 00:00:00, dtype: float64",NASDAQ
MIND,"Ticker
MIND   -19.846103
dtype: float64","Ticker
MIND   -4.10433
dtype: float64","Ticker
MIND    115.331616
dtype: float64","Ticker
MIND    106.270633
dtype: float64",,"Ticker
MIND    8.06
Name: 2025-02-28 00:00:00, dtype: float64",NASDAQ
MIRA,"Ticker
MIRA   -9.495551
dtype: float64","Ticker
MIRA   -11.078717
dtype: float64","Ticker
MIRA   -21.593831
dtype: float64","Ticker
MIRA   -48.47973
dtype: float64",,"Ticker
MIRA    1.0
Name: 2025-02-28 00:00:00, dtype: float64",NASDAQ
MIRM,"Ticker
MIRM   -8.058689
dtype: float64","Ticker
MIRM   -0.381129
dtype: float64","Ticker
MIRM    9.499546
dtype: float64","Ticker
MIRM    12.934992
dtype: float64",,"Ticker
MIRM    47.57
Name: 2025-02-28 00:00:00, dtype: float64",NASDAQ
MIST,"Ticker
MIST   -17.817015
dtype: float64","Ticker
MIST   -14.666667
dtype: float64","Ticker
MIST   -7.581229
dtype: float64","Ticker
MIST    15.315314
dtype: float64",,"Ticker
MIST    1.63
Name: 2025-02-28 00:00:00, dtype: float64",NASDAQ
MITK,"Ticker
MITK    2.250804
dtype: float64","Ticker
MITK   -7.198444
dtype: float64","Ticker
MITK    2.104885
dtype: float64","Ticker
MITK    1.633519
dtype: float64",,"Ticker
MITK    9.37
Name: 2025-02-28 00:00:00, dtype: float64",NASDAQ
MKDW,"Ticker
MKDW    7.759305
dtype: float64","Ticker
MKDW   -12.02327
dtype: float64","Ticker
MKDW   -50.706265
dtype: float64","Ticker
MKDW   -64.832041
dtype: float64",,"Ticker
MKDW    0.45
Name: 2025-02-28 00:00:00, dtype: float64",NASDAQ
MKSI,"Ticker
MKSI   -11.8108
dtype: float64","Ticker
MKSI   -13.594597
dtype: float64","Ticker
MKSI   -18.802156
dtype: float64","Ticker
MKSI   -21.810827
dtype: float64",,"Ticker
MKSI    91.82
Name: 2025-02-28 00:00:00, dtype: float64",NASDAQ
MKTW,"Ticker
MKTW   -0.386312
dtype: float64","Ticker
MKTW   -4.294799
dtype: float64","Ticker
MKTW    12.601382
dtype: float64","Ticker
MKTW   -27.100157
dtype: float64",,"Ticker
MKTW    0.609
Name: 2025-02-28 00:00:00, dtype: float64",NASDAQ
MKTX,"Ticker
MKTX    0.111244
dtype: float64","Ticker
MKTX   -13.738617
dtype: float64","Ticker
MKTX   -26.580067
dtype: float64","Ticker
MKTX   -18.672957
dtype: float64",,"Ticker
MKTX    192.789993
Name: 2025-02-28 00:00:00, dtype: float64",NASDAQ
MKZR,"Ticker
MKZR   -13.322631
dtype: float64","Ticker
MKZR   -20.118343
dtype: float64","Ticker
MKZR   -42.614241
dtype: float64","Ticker
MKZR   -50.184503
dtype: float64",,"Ticker
MKZR    1.77
Name: 2025-02-28 00:00:00, dtype: float64",NASDAQ
MLAB,"Ticker
MLAB   -4.234806
dtype: float64","Ticker
MLAB    0.878229
dtype: float64","Ticker
MLAB    29.573202
dtype: float64","Ticker
MLAB    1.160577
dtype: float64",,"Ticker
MLAB    139.380005
Name: 2025-02-28 00:00:00, dtype: float64",NASDAQ
MLAC,"Ticker
MLAC    0.257435
dtype: float64",,,,,"Ticker
MLAC    9.99
Name: 2025-02-28 00:00:00, dtype: float64",NASDAQ
MLACU,"Ticker
MLACU    0.098231
dtype: float64","Ticker
MLACU    1.352689
dtype: float64",,,,"Ticker
MLACU    10.19
Name: 2025-02-28 00:00:00, dtype: float64",NASDAQ
MLCO,"Ticker
MLCO   -7.510967
dtype: float64","Ticker
MLCO   -3.984065
dtype: float64","Ticker
MLCO   -6.692478
dtype: float64","Ticker
MLCO    2.928615
dtype: float64",,"Ticker
MLCO    5.56
Name: 2025-02-28 00:00:00, dtype: float64",NASDAQ
MLEC,"Ticker
MLEC    3.445194
dtype: float64","Ticker
MLEC   -0.344826
dtype: float64","Ticker
MLEC   -12.124665
dtype: float64","Ticker
MLEC   -10.664604
dtype: float64",,"Ticker
MLEC    0.74
Name: 2025-02-28 00:00:00, dtype: float64",NASDAQ
MLGO,"Ticker
MLGO    47.477063
dtype: float64","Ticker
MLGO    133.393827
dtype: float64","Ticker
MLGO    13.204225
dtype: float64","Ticker
MLGO   -57.018716
dtype: float64",,"Ticker
MLGO    4.17
Name: 2025-02-28 00:00:00, dtype: float64",NASDAQ
MLKN,"Ticker
MLKN   -3.882491
dtype: float64","Ticker
MLKN   -5.170404
dtype: float64","Ticker
MLKN   -11.763112
dtype: float64","Ticker
MLKN   -27.300133
dtype: float64",,"Ticker
MLKN    21.5
Name: 2025-02-28 00:00:00, dtype: float64",NASDAQ
MLTX,"Ticker
MLTX   -0.340382
dtype: float64","Ticker
MLTX   -7.467296
dtype: float64","Ticker
MLTX   -21.484254
dtype: float64","Ticker
MLTX   -13.0825
dtype: float64",,"Ticker
MLTX    41.759998
Name: 2025-02-28 00:00:00, dtype: float64",NASDAQ
MLYS,"Ticker
MLYS    1.302361
dtype: float64","Ticker
MLYS   -4.765052
dtype: float64","Ticker
MLYS   -22.342145
dtype: float64","Ticker
MLYS   -19.743444
dtype: float64",,"Ticker
MLYS    9.14
Name: 2025-02-28 00:00:00, dtype: float64",NASDAQ
MMLP,"Ticker
MMLP    2.306275
dtype: float64","Ticker
MMLP    4.425612
dtype: float64","Ticker
MMLP   -7.274247
dtype: float64","Ticker
MMLP    1.093894
dtype: float64",,"Ticker
MMLP    3.75
Name: 2025-02-28 00:00:00, dtype: float64",NASDAQ
MMSI,"Ticker
MMSI   -4.517341
dtype: float64","Ticker
MMSI   -6.91223
dtype: float64","Ticker
MMSI   -4.532479
dtype: float64","Ticker
MMSI    7.423532
dtype: float64",,"Ticker
MMSI    102.040001
Name: 2025-02-28 00:00:00, dtype: float64",NASDAQ
MMYT,"Ticker
MMYT   -6.940147
dtype: float64","Ticker
MMYT   -11.599686
dtype: float64","Ticker
MMYT   -13.907165
dtype: float64","Ticker
MMYT   -4.244723
dtype: float64",,"Ticker
MMYT    96.260002
Name: 2025-02-28 00:00:00, dtype: float64",NASDAQ
MNDO,"Ticker
MNDO   -3.33333
dtype: float64","Ticker
MNDO   -3.791469
dtype: float64","Ticker
MNDO    3.571425
dtype: float64","Ticker
MNDO    8.556148
dtype: float64",,"Ticker
MNDO    2.05
Name: 2025-02-28 00:00:00, dtype: float64",NASDAQ
MNDR,"Ticker
MNDR   -23.900787
dtype: float64","Ticker
MNDR    58.636899
dtype: float64","Ticker
MNDR    56.976744
dtype: float64","Ticker
MNDR   -42.917548
dtype: float64",,"Ticker
MNDR    0.43
Name: 2025-02-28 00:00:00, dtype: float64",NASDAQ
MNDY,"Ticker
MNDY   -1.916178
dtype: float64","Ticker
MNDY    18.198421
dtype: float64","Ticker
MNDY    4.948944
dtype: float64","Ticker
MNDY    14.394737
dtype: float64",,"Ticker
MNDY    296.769989
Name: 2025-02-28 00:00:00, dtype: float64",NASDAQ
MNKD,"Ticker
MNKD   -5.256942
dtype: float64","Ticker
MNKD   -12.397599
dtype: float64","Ticker
MNKD   -21.603128
dtype: float64","Ticker
MNKD   -0.557967
dtype: float64",,"Ticker
MNKD    5.34
Name: 2025-02-28 00:00:00, dtype: float64",NASDAQ
MNMD,"Ticker
MNMD   -15.981737
dtype: float64","Ticker
MNMD   -6.512704
dtype: float64","Ticker
MNMD   -9.074575
dtype: float64","Ticker
MNMD    10.17964
dtype: float64",,"Ticker
MNMD    6.72
Name: 2025-02-28 00:00:00, dtype: float64",NASDAQ
MNOV,"Ticker
MNOV   -10.752691
dtype: float64","Ticker
MNOV   -16.020237
dtype: float64","Ticker
MNOV   -19.417478
dtype: float64","Ticker
MNOV    26.075945
dtype: float64",,"Ticker
MNOV    1.64
Name: 2025-02-28 00:00:00, dtype: float64",NASDAQ
MNPR,"Ticker
MNPR   -23.055488
dtype: float64","Ticker
MNPR   -15.323285
dtype: float64","Ticker
MNPR    63.232567
dtype: float64","Ticker
MNPR    1173.386069
dtype: float64",,"Ticker
MNPR    35.110001
Name: 2025-02-28 00:00:00, dtype: float64",NASDAQ
MNRO,"Ticker
MNRO   -5.700294
dtype: float64","Ticker
MNRO   -16.023044
dtype: float64","Ticker
MNRO   -34.263774
dtype: float64","Ticker
MNRO   -33.885006
dtype: float64",,"Ticker
MNRO    17.809999
Name: 2025-02-28 00:00:00, dtype: float64",NASDAQ
MNSB,"Ticker
MNSB   -0.643992
dtype: float64","Ticker
MNSB   -4.377304
dtype: float64","Ticker
MNSB   -10.512962
dtype: float64","Ticker
MNSB   -1.200721
dtype: float64",,"Ticker
MNSB    16.48
Name: 2025-02-28 00:00:00, dtype: float64",NASDAQ
MNSBP,"Ticker
MNSBP    1.275007
dtype: float64","Ticker
MNSBP   -2.61569
dtype: float64","Ticker
MNSBP    0.000005
dtype: float64","Ticker
MNSBP    6.467226
dtype: float64",,"Ticker
MNSBP    24.200001
Name: 2025-02-28 00:00:00, dtype: float64",NASDAQ
MNST,"Ticker
MNST    1.488136
dtype: float64","Ticker
MNST    7.566797
dtype: float64","Ticker
MNST   -2.944424
dtype: float64","Ticker
MNST    11.800453
dtype: float64",,"Ticker
MNST    54.650002
Name: 2025-02-28 00:00:00, dtype: float64",NASDAQ
MNTK,"Ticker
MNTK   -13.939395
dtype: float64","Ticker
MNTK   -10.055423
dtype: float64","Ticker
MNTK   -15.097157
dtype: float64","Ticker
MNTK   -16.285925
dtype: float64",,"Ticker
MNTK    3.43
Name: 2025-02-28 00:00:00, dtype: float64",NASDAQ
MNTS,"Ticker
MNTS   -21.604377
dtype: float64","Ticker
MNTS   -53.159042
dtype: float64","Ticker
MNTS   -64.533158
dtype: float64","Ticker
MNTS   -80.560579
dtype: float64",,"Ticker
MNTS    2.65
Name: 2025-02-28 00:00:00, dtype: float64",NASDAQ
MNY,"Ticker
MNY   -10.665331
dtype: float64","Ticker
MNY   -19.030305
dtype: float64","Ticker
MNY   -22.774565
dtype: float64","Ticker
MNY   -26.391185
dtype: float64",,"Ticker
MNY    0.872
Name: 2025-02-28 00:00:00, dtype: float64",NASDAQ
MNYWW,"Ticker
MNYWW   -4.761906
dtype: float64","Ticker
MNYWW   -11.111114
dtype: float64","Ticker
MNYWW   -4.000002
dtype: float64","Ticker
MNYWW   -20.000003
dtype: float64",,"Ticker
MNYWW    0.04
Name: 2025-02-28 00:00:00, dtype: float64",NASDAQ
MOB,"Ticker
MOB   -16.100065
dtype: float64","Ticker
MOB   -22.327792
dtype: float64","Ticker
MOB    58.545454
dtype: float64","Ticker
MOB    135.845653
dtype: float64",,"Ticker
MOB    2.08
Name: 2025-02-28 00:00:00, dtype: float64",NASDAQ
MOBBW,"Ticker
MOBBW    0.0
dtype: float64","Ticker
MOBBW    0.0
dtype: float64","Ticker
MOBBW    0.0
dtype: float64","Ticker
MOBBW    0.0
dtype: float64",,"Ticker
MOBBW    0.2599
Name: 2025-02-28 00:00:00, dtype: float64",NASDAQ
MOBX,"Ticker
MOBX   -13.846153
dtype: float64","Ticker
MOBX   -9.43396
dtype: float64","Ticker
MOBX    65.191743
dtype: float64","Ticker
MOBX   -0.884955
dtype: float64",,"Ticker
MOBX    1.15
Name: 2025-02-28 00:00:00, dtype: float64",NASDAQ
MODD,"Ticker
MODD   -19.87805
dtype: float64","Ticker
MODD   -31.02362
dtype: float64","Ticker
MODD   -49.655172
dtype: float64","Ticker
MODD   -50.601504
dtype: float64",,"Ticker
MODD    0.846
Name: 2025-02-28 00:00:00, dtype: float64",NASDAQ
MODV,"Ticker
MODV   -28.029376
dtype: float64","Ticker
MODV   -19.999999
dtype: float64","Ticker
MODV   -77.819691
dtype: float64","Ticker
MODV   -85.570552
dtype: float64",,"Ticker
MODV    3.3
Name: 2025-02-28 00:00:00, dtype: float64",NASDAQ
MOFG,"Ticker
MOFG   -3.323777
dtype: float64","Ticker
MOFG   -4.829606
dtype: float64","Ticker
MOFG   -8.695214
dtype: float64","Ticker
MOFG    5.029996
dtype: float64",,"Ticker
MOFG    30.450001
Name: 2025-02-28 00:00:00, dtype: float64",NASDAQ
MOGO,"Ticker
MOGO   -10.826211
dtype: float64","Ticker
MOGO   -18.7013
dtype: float64","Ticker
MOGO   -29.185522
dtype: float64","Ticker
MOGO   -17.41425
dtype: float64",,"Ticker
MOGO    1.035
Name: 2025-02-28 00:00:00, dtype: float64",NASDAQ
MOLN,"Ticker
MOLN    1.647025
dtype: float64","Ticker
MOLN   -6.881311
dtype: float64","Ticker
MOLN   -9.647778
dtype: float64","Ticker
MOLN   -23.733196
dtype: float64",,"Ticker
MOLN    5.03
Name: 2025-02-28 00:00:00, dtype: float64",NASDAQ
MOMO,"Ticker
MOMO   -4.307818
dtype: float64","Ticker
MOMO    4.284412
dtype: float64","Ticker
MOMO    17.99897
dtype: float64","Ticker
MOMO    13.887506
dtype: float64",,"Ticker
MOMO    7.37
Name: 2025-02-28 00:00:00, dtype: float64",NASDAQ
MORN,"Ticker
MORN   -3.398494
dtype: float64","Ticker
MORN   -4.60209
dtype: float64","Ticker
MORN   -9.066062
dtype: float64","Ticker
MORN    0.941209
dtype: float64",,"Ticker
MORN    313.720001
Name: 2025-02-28 00:00:00, dtype: float64",NASDAQ
MOVE,"Ticker
MOVE   -5.186652
dtype: float64","Ticker
MOVE   -5.517513
dtype: float64","Ticker
MOVE    40.548485
dtype: float64","Ticker
MOVE   -5.374214
dtype: float64",,"Ticker
MOVE    4.84
Name: 2025-02-28 00:00:00, dtype: float64",NASDAQ
MPAA,"Ticker
MPAA    7.07792
dtype: float64","Ticker
MPAA    58.329331
dtype: float64","Ticker
MPAA    59.554911
dtype: float64","Ticker
MPAA    62.703501
dtype: float64",,"Ticker
MPAA    10.8
Name: 2025-02-28 00:00:00, dtype: float64",NASDAQ
MPB,"Ticker
MPB   -2.25132
dtype: float64","Ticker
MPB   -6.760162
dtype: float64","Ticker
MPB   -12.213741
dtype: float64","Ticker
MPB   -4.585716
dtype: float64",,"Ticker
MPB    28.4
Name: 2025-02-28 00:00:00, dtype: float64",NASDAQ
MPWR,"Ticker
MPWR   -7.410688
dtype: float64","Ticker
MPWR    2.985653
dtype: float64","Ticker
MPWR    7.857416
dtype: float64","Ticker
MPWR   -32.284537
dtype: float64",,"Ticker
MPWR    611.01001
Name: 2025-02-28 00:00:00, dtype: float64",NASDAQ
MQ,"Ticker
MQ    4.279474
dtype: float64","Ticker
MQ    2.665518
dtype: float64","Ticker
MQ   -0.748133
dtype: float64","Ticker
MQ   -25.421614
dtype: float64",,"Ticker
MQ    4.18
Name: 2025-02-28 00:00:00, dtype: float64",NASDAQ
MRAM,"Ticker
MRAM   -6.97419
dtype: float64","Ticker
MRAM   -8.875738
dtype: float64","Ticker
MRAM   -8.826695
dtype: float64","Ticker
MRAM   -1.28205
dtype: float64",,"Ticker
MRAM    5.64
Name: 2025-02-28 00:00:00, dtype: float64",NASDAQ
MRBK,"Ticker
MRBK   -5.926833
dtype: float64","Ticker
MRBK   -6.85957
dtype: float64","Ticker
MRBK   -0.604618
dtype: float64","Ticker
MRBK    31.928924
dtype: float64",,"Ticker
MRBK    15.29
Name: 2025-02-28 00:00:00, dtype: float64",NASDAQ
MRCC,"Ticker
MRCC    0.650843
dtype: float64","Ticker
MRCC    2.815797
dtype: float64","Ticker
MRCC    3.749017
dtype: float64","Ticker
MRCC    12.446535
dtype: float64",,"Ticker
MRCC    8.81
Name: 2025-02-28 00:00:00, dtype: float64",NASDAQ
MRCY,"Ticker
MRCY    1.041907
dtype: float64","Ticker
MRCY    7.320273
dtype: float64","Ticker
MRCY    7.434763
dtype: float64","Ticker
MRCY    16.73651
dtype: float64",,"Ticker
MRCY    44.41
Name: 2025-02-28 00:00:00, dtype: float64",NASDAQ
MREO,"Ticker
MREO   -15.411352
dtype: float64","Ticker
MREO   -16.284402
dtype: float64","Ticker
MREO   -32.282003
dtype: float64","Ticker
MREO   -49.655171
dtype: float64",,"Ticker
MREO    2.4
Name: 2025-02-28 00:00:00, dtype: float64",NASDAQ
MRIN,"Ticker
MRIN   -11.073251
dtype: float64","Ticker
MRIN   -13.719005
dtype: float64","Ticker
MRIN   -15.942024
dtype: float64","Ticker
MRIN   -31.67539
dtype: float64",,"Ticker
MRIN    1.69
Name: 2025-02-28 00:00:00, dtype: float64",NASDAQ
MRKR,"Ticker
MRKR   -3.368423
dtype: float64","Ticker
MRKR   -22.857142
dtype: float64","Ticker
MRKR   -51.066098
dtype: float64","Ticker
MRKR   -58.23476
dtype: float64",,"Ticker
MRKR    1.53
Name: 2025-02-28 00:00:00, dtype: float64",NASDAQ
MRM,"Ticker
MRM   -17.075103
dtype: float64","Ticker
MRM   -21.599405
dtype: float64","Ticker
MRM   -75.544936
dtype: float64","Ticker
MRM   -85.225352
dtype: float64",,"Ticker
MRM    0.692
Name: 2025-02-28 00:00:00, dtype: float64",NASDAQ
MRNA,"Ticker
MRNA   -9.06238
dtype: float64","Ticker
MRNA   -24.884141
dtype: float64","Ticker
MRNA   -22.264672
dtype: float64","Ticker
MRNA   -60.659043
dtype: float64",,"Ticker
MRNA    30.959999
Name: 2025-02-28 00:00:00, dtype: float64",NASDAQ
MRNO,"Ticker
MRNO   -0.835735
dtype: float64","Ticker
MRNO    2.471712
dtype: float64","Ticker
MRNO    19.342423
dtype: float64","Ticker
MRNO    84.781438
dtype: float64",,"Ticker
MRNO    11.5
Name: 2025-02-28 00:00:00, dtype: float64",NASDAQ
MRSN,"Ticker
MRSN   -2.595793
dtype: float64","Ticker
MRSN   -14.301248
dtype: float64","Ticker
MRSN   -73.820597
dtype: float64","Ticker
MRSN   -66.821051
dtype: float64",,"Ticker
MRSN    0.523
Name: 2025-02-28 00:00:00, dtype: float64",NASDAQ
